3	189348411	189348411	chromHMM	0	+	189348411	189348411	211,211,211
3	189348968	189348968	chromHMM	0	+	189348968	189348968	211,211,211
3	189349501	189349501	chromHMM	0	+	189349501	189349501	211,211,211
3	189349742	189349742	chromHMM	0	+	189349742	189349742	211,211,211
3	189349846	189349846	chromHMM	0	+	189349846	189349846	211,211,211
3	189350265	189350265	chromHMM	0	+	189350265	189350265	211,211,211
3	189382257	189382257	chromHMM	0	+	189382257	189382257	211,211,211
3	189382904	189382904	chromHMM	0	+	189382904	189382904	211,211,211
3	189383183	189383183	chromHMM	0	+	189383183	189383183	211,211,211
3	189383430	189383430	chromHMM	0	+	189383430	189383430	211,211,211
3	189383538	189383538	chromHMM	0	+	189383538	189383538	211,211,211
3	189383780	189383780	chromHMM	0	+	189383780	189383780	211,211,211
3	189392029	189392029	chromHMM	0	+	189392029	189392029	211,211,211
3	189247353	189247353	Dnase/ATAC	0	+	189247353	189247353	211,211,211
3	189268195	189268195	Dnase/ATAC	0	+	189268195	189268195	211,211,211
3	189271555	189271555	Dnase/ATAC	0	+	189271555	189271555	211,211,211
3	189316463	189316463	Dnase/ATAC	0	+	189316463	189316463	211,211,211
3	189348968	189348968	Dnase/ATAC	0	+	189348968	189348968	211,211,211
3	189349501	189349501	Dnase/ATAC	0	+	189349501	189349501	211,211,211
3	189354008	189354008	Dnase/ATAC	0	+	189354008	189354008	211,211,211
3	189354127	189354127	Dnase/ATAC	0	+	189354127	189354127	211,211,211
3	189354655	189354655	Dnase/ATAC	0	+	189354655	189354655	178,34,34
3	189359836	189359836	Dnase/ATAC	0	+	189359836	189359836	211,211,211
3	189377530	189377530	Dnase/ATAC	0	+	189377530	189377530	211,211,211
3	189382257	189382257	Dnase/ATAC	0	+	189382257	189382257	211,211,211
3	189382904	189382904	Dnase/ATAC	0	+	189382904	189382904	211,211,211
3	189392029	189392029	Dnase/ATAC	0	+	189392029	189392029	211,211,211
3	189280020	189280020	Active Histone	0	+	189280020	189280020	211,211,211
3	189344149	189344149	Active Histone	0	+	189344149	189344149	211,211,211
3	189348411	189348411	Active Histone	0	+	189348411	189348411	211,211,211
3	189348968	189348968	Active Histone	0	+	189348968	189348968	211,211,211
3	189349501	189349501	Active Histone	0	+	189349501	189349501	211,211,211
3	189349742	189349742	Active Histone	0	+	189349742	189349742	211,211,211
3	189349846	189349846	Active Histone	0	+	189349846	189349846	211,211,211
3	189350265	189350265	Active Histone	0	+	189350265	189350265	211,211,211
3	189350483	189350483	Active Histone	0	+	189350483	189350483	211,211,211
3	189350641	189350641	Active Histone	0	+	189350641	189350641	211,211,211
3	189350687	189350687	Active Histone	0	+	189350687	189350687	211,211,211
3	189359836	189359836	Active Histone	0	+	189359836	189359836	211,211,211
3	189359903	189359903	Active Histone	0	+	189359903	189359903	211,211,211
3	189360235	189360235	Active Histone	0	+	189360235	189360235	178,34,34
3	189360406	189360406	Active Histone	0	+	189360406	189360406	211,211,211
3	189382257	189382257	Active Histone	0	+	189382257	189382257	211,211,211
3	189382904	189382904	Active Histone	0	+	189382904	189382904	211,211,211
3	189383183	189383183	Active Histone	0	+	189383183	189383183	211,211,211
3	189383430	189383430	Active Histone	0	+	189383430	189383430	211,211,211
3	189383538	189383538	Active Histone	0	+	189383538	189383538	211,211,211
3	189383780	189383780	Active Histone	0	+	189383780	189383780	211,211,211
3	189392029	189392029	Active Histone	0	+	189392029	189392029	211,211,211
3	189239521	189239521	TFBS	0	+	189239521	189239521	211,211,211
3	189243538	189243538	TFBS	0	+	189243538	189243538	211,211,211
3	189247353	189247353	TFBS	0	+	189247353	189247353	211,211,211
3	189256811	189256811	TFBS	0	+	189256811	189256811	211,211,211
3	189262352	189262352	TFBS	0	+	189262352	189262352	211,211,211
3	189265529	189265529	TFBS	0	+	189265529	189265529	211,211,211
3	189266267	189266267	TFBS	0	+	189266267	189266267	211,211,211
3	189266342	189266342	TFBS	0	+	189266342	189266342	211,211,211
3	189266969	189266969	TFBS	0	+	189266969	189266969	211,211,211
3	189267465	189267465	TFBS	0	+	189267465	189267465	211,211,211
3	189268085	189268085	TFBS	0	+	189268085	189268085	211,211,211
3	189268786	189268786	TFBS	0	+	189268786	189268786	211,211,211
3	189268852	189268852	TFBS	0	+	189268852	189268852	211,211,211
3	189269395	189269395	TFBS	0	+	189269395	189269395	211,211,211
3	189269509	189269509	TFBS	0	+	189269509	189269509	211,211,211
3	189269579	189269579	TFBS	0	+	189269579	189269579	211,211,211
3	189269612	189269612	TFBS	0	+	189269612	189269612	211,211,211
3	189269997	189269997	TFBS	0	+	189269997	189269997	211,211,211
3	189270020	189270020	TFBS	0	+	189270020	189270020	211,211,211
3	189270360	189270360	TFBS	0	+	189270360	189270360	211,211,211
3	189271555	189271555	TFBS	0	+	189271555	189271555	211,211,211
3	189271933	189271933	TFBS	0	+	189271933	189271933	211,211,211
3	189278068	189278068	TFBS	0	+	189278068	189278068	211,211,211
3	189278072	189278072	TFBS	0	+	189278072	189278072	211,211,211
3	189280020	189280020	TFBS	0	+	189280020	189280020	211,211,211
3	189283513	189283513	TFBS	0	+	189283513	189283513	211,211,211
3	189284271	189284271	TFBS	0	+	189284271	189284271	211,211,211
3	189293441	189293441	TFBS	0	+	189293441	189293441	211,211,211
3	189296164	189296164	TFBS	0	+	189296164	189296164	211,211,211
3	189301627	189301627	TFBS	0	+	189301627	189301627	211,211,211
3	189303627	189303627	TFBS	0	+	189303627	189303627	211,211,211
3	189316463	189316463	TFBS	0	+	189316463	189316463	211,211,211
3	189320167	189320167	TFBS	0	+	189320167	189320167	211,211,211
3	189331804	189331804	TFBS	0	+	189331804	189331804	211,211,211
