10	114449904	114449904	chromHMM	0	+	114449904	114449904	211,211,211
10	114450632	114450632	chromHMM	0	+	114450632	114450632	211,211,211
10	114451006	114451006	chromHMM	0	+	114451006	114451006	211,211,211
10	114451782	114451782	chromHMM	0	+	114451782	114451782	211,211,211
10	114453238	114453238	chromHMM	0	+	114453238	114453238	178,34,34
10	114453368	114453368	chromHMM	0	+	114453368	114453368	211,211,211
10	114454166	114454166	chromHMM	0	+	114454166	114454166	211,211,211
10	114454170	114454170	chromHMM	0	+	114454170	114454170	211,211,211
10	114454187	114454187	chromHMM	0	+	114454187	114454187	211,211,211
10	114455505	114455505	chromHMM	0	+	114455505	114455505	211,211,211
10	114455827	114455827	chromHMM	0	+	114455827	114455827	211,211,211
10	114457100	114457100	chromHMM	0	+	114457100	114457100	211,211,211
10	114457625	114457625	chromHMM	0	+	114457625	114457625	211,211,211
10	114458929	114458929	chromHMM	0	+	114458929	114458929	211,211,211
10	114458969	114458969	chromHMM	0	+	114458969	114458969	211,211,211
10	114459501	114459501	chromHMM	0	+	114459501	114459501	178,34,34
10	114459753	114459753	chromHMM	0	+	114459753	114459753	211,211,211
10	114460013	114460013	chromHMM	0	+	114460013	114460013	211,211,211
10	114463096	114463096	chromHMM	0	+	114463096	114463096	211,211,211
10	114465429	114465429	chromHMM	0	+	114465429	114465429	178,34,34
10	114465687	114465687	chromHMM	0	+	114465687	114465687	211,211,211
10	114465770	114465770	chromHMM	0	+	114465770	114465770	211,211,211
10	114465821	114465821	chromHMM	0	+	114465821	114465821	211,211,211
10	114465872	114465872	chromHMM	0	+	114465872	114465872	211,211,211
10	114466502	114466502	chromHMM	0	+	114466502	114466502	211,211,211
10	114467124	114467124	chromHMM	0	+	114467124	114467124	211,211,211
10	114467517	114467517	chromHMM	0	+	114467517	114467517	211,211,211
10	114468819	114468819	chromHMM	0	+	114468819	114468819	211,211,211
10	114469091	114469091	chromHMM	0	+	114469091	114469091	211,211,211
10	114469101	114469101	chromHMM	0	+	114469101	114469101	211,211,211
10	114469514	114469514	chromHMM	0	+	114469514	114469514	211,211,211
10	114469529	114469529	chromHMM	0	+	114469529	114469529	211,211,211
10	114470504	114470504	chromHMM	0	+	114470504	114470504	211,211,211
10	114471565	114471565	chromHMM	0	+	114471565	114471565	211,211,211
10	114473224	114473224	chromHMM	0	+	114473224	114473224	211,211,211
10	114474934	114474934	chromHMM	0	+	114474934	114474934	211,211,211
10	114476466	114476466	chromHMM	0	+	114476466	114476466	211,211,211
10	114481070	114481070	chromHMM	0	+	114481070	114481070	211,211,211
10	114482213	114482213	chromHMM	0	+	114482213	114482213	211,211,211
10	114482501	114482501	chromHMM	0	+	114482501	114482501	211,211,211
10	114484689	114484689	chromHMM	0	+	114484689	114484689	211,211,211
10	114485063	114485063	chromHMM	0	+	114485063	114485063	211,211,211
10	114486621	114486621	chromHMM	0	+	114486621	114486621	211,211,211
10	114486867	114486867	chromHMM	0	+	114486867	114486867	211,211,211
10	114487925	114487925	chromHMM	0	+	114487925	114487925	211,211,211
10	114490332	114490332	chromHMM	0	+	114490332	114490332	211,211,211
10	114492578	114492578	chromHMM	0	+	114492578	114492578	211,211,211
10	114492742	114492742	chromHMM	0	+	114492742	114492742	211,211,211
10	114492835	114492835	chromHMM	0	+	114492835	114492835	211,211,211
10	114492898	114492898	chromHMM	0	+	114492898	114492898	178,34,34
10	114493066	114493066	chromHMM	0	+	114493066	114493066	211,211,211
10	114493097	114493097	chromHMM	0	+	114493097	114493097	211,211,211
10	114493880	114493880	chromHMM	0	+	114493880	114493880	211,211,211
10	114494296	114494296	chromHMM	0	+	114494296	114494296	211,211,211
10	114496717	114496717	chromHMM	0	+	114496717	114496717	211,211,211
10	114498476	114498476	chromHMM	0	+	114498476	114498476	211,211,211
10	114500118	114500118	chromHMM	0	+	114500118	114500118	211,211,211
10	114500377	114500377	chromHMM	0	+	114500377	114500377	211,211,211
10	114500402	114500402	chromHMM	0	+	114500402	114500402	211,211,211
10	114500851	114500851	chromHMM	0	+	114500851	114500851	211,211,211
10	114501509	114501509	chromHMM	0	+	114501509	114501509	211,211,211
10	114501685	114501685	chromHMM	0	+	114501685	114501685	211,211,211
10	114502022	114502022	chromHMM	0	+	114502022	114502022	211,211,211
10	114502218	114502218	chromHMM	0	+	114502218	114502218	211,211,211
10	114502411	114502411	chromHMM	0	+	114502411	114502411	211,211,211
10	114503496	114503496	chromHMM	0	+	114503496	114503496	211,211,211
10	114504405	114504405	chromHMM	0	+	114504405	114504405	211,211,211
10	114504533	114504533	chromHMM	0	+	114504533	114504533	211,211,211
10	114504597	114504597	chromHMM	0	+	114504597	114504597	211,211,211
10	114505098	114505098	chromHMM	0	+	114505098	114505098	211,211,211
10	114506406	114506406	chromHMM	0	+	114506406	114506406	211,211,211
10	114507733	114507733	chromHMM	0	+	114507733	114507733	211,211,211
10	114509290	114509290	chromHMM	0	+	114509290	114509290	211,211,211
